MMT,CNF,Gelatin,Glycerol,TransVis,RR,TensileStrength
9.05772521,52.11979595,14.3662094,24.6708014,81.3429331,0.45575339,42.66961446
36.13738556,34.52567653,11.8502197,17.49763955,78.9903957,0.792645115,103.4592012
13.85785794,37.01931313,30.46333748,18.64760705,81.07505468,0.684210364,43.00653777
51.84542991,20.4509228,18.51055216,9.216586434,41.50355086,0.761135867,34.9638956
20.56821194,39.54014207,26.87173613,13.03785521,77.40958411,0.760440072,37.86346097
75.67675391,6.553789349,11.64243675,6.219206216,31.7920762,1.009366101,60.88075072
9.172417856,51.74316148,35.89429207,3.159071578,84.71169239,0.581953387,54.59262474
1.813297613,46.9931714,49.37222478,1.818239729,76.80417194,0.134415732,63.97283803
35.58181454,21.69922116,17.44441362,25.23537399,72.89474505,0.670815339,30.44614387
58.41393535,3.122966922,24.0642698,14.23620572,34.36957389,0.874191441,67.59087881
1.322751252,38.90131567,38.79871578,20.99219027,81.97980518,0.214799243,11.37725819
27.21471531,35.39338972,11.40263786,25.88317095,75.65768297,0.837871865,37.85113042
52.81611634,21.44891338,16.24971455,9.43886843,53.57239116,0.947111247,78.35881382
34.58465545,34.29331937,27.68794683,3.523052783,75.20106216,0.61982243,54.62450831
43.80581817,21.79963597,33.45825845,1.117624457,66.38953432,0.734646334,21.44511139
5.150031354,34.3576629,1.17162231,59.38031924,80.02600741,0.230162134,5.062882879
4.965282012,34.37093689,1.216980236,59.39518017,79.99038478,0.331506732,5.052066513
52.96061612,15.56926975,28.83041692,2.802071815,43.17826542,0.734932896,56.30863476
4.431822951,58.84667008,35.3883412,1.255093434,84.72585732,0.163814766,81.78238061
1.476362592,33.19869061,2.109627566,63.36060179,86.24857475,0.425300107,6.62749035
1.578579238,53.63685135,18.21887713,26.60639605,83.0820587,0.055236847,27.99530914
1.868520298,42.25395187,12.32188233,43.59429977,81.91149891,0.03932312,11.9790964
52.83938133,21.55519323,16.31345214,9.463741914,53.57862337,0.960845049,78.3296517
1.614778945,53.65828136,18.15354552,26.64431774,83.04141264,0.103447986,28.03036637
42.65335484,2.247092751,40.93973766,13.98994391,66.27696866,0.104553494,39.11928115
52.04796334,26.90928823,1.913327235,19.12460797,68.01870112,0.919692412,34.83669301
8.438936801,49.99992181,28.12425938,13.49885979,80.17551076,0.644538453,65.34154143
1.963575885,61.79577247,14.18205522,22.1500452,84.78471962,0.094517736,52.69989895
15.73506581,43.44477722,36.19453479,4.772054857,78.17041215,0.716435483,40.26614567
43.06675957,20.37943447,34.44205084,2.121743333,67.62428559,0.992878671,69.66073896
41.81347436,26.984558,10.75338743,20.45660485,77.26184684,0.685570987,73.80304571
10.16502997,52.02489573,19.96096748,18.03582325,80.93724667,0.451442798,51.66093093
12.44235443,43.54234187,30.7195083,13.50033049,79.59981793,0.776153081,73.74473595
9.017550699,52.12977496,14.36864807,24.58960283,81.35384407,0.541461165,42.64986077
52.79451358,6.673753479,34.72871818,5.766997998,42.63311704,0.818893744,17.2712741
66.61188235,13.11915424,13.89118103,6.318447587,37.19550987,0.848067709,132.828953
56.74141726,28.40630317,4.877507174,9.8795404,82.66627777,0.746275102,49.90752387
1.568164614,55.83685595,14.22468063,28.41696671,84.81052243,0.348666565,41.13253235
8.967432288,50.77828443,11.5776595,28.54964463,86.02959806,0.397905383,39.61915552
41.73866238,4.769906694,35.11374222,18.23833029,68.00699751,0.581434005,81.67453922
3.256667918,32.71427476,51.65948075,12.29840772,73.65231144,0.325069965,47.17382853
23.22988482,37.36944378,34.46126272,4.938848194,79.25740999,0.759501142,64.64865219
9.204398125,51.74716737,35.92671375,3.161802611,84.65132046,0.354423131,54.69376113
5.109764006,42.5589425,44.224852,8.143820654,73.89325152,0.356268402,102.4565828
51.2728881,27.89476042,19.25568036,1.532409961,70.16738522,0.877171571,41.13133473
46.8490801,19.32377929,32.24359715,1.628552665,56.64743862,0.788261707,89.6111653
11.0410624,35.45312728,34.00291967,19.36442809,76.89530044,0.613912918,67.51437676
50.19719785,10.03388139,38.18324503,1.577627353,63.24666044,0.560286555,34.91362589
2.687390279,41.3846636,6.418624428,49.57647497,84.37978396,0.187540232,10.74944876
32.96031213,34.97833402,4.593127843,27.48503515,81.03074188,0.645197877,30.38167269
46.77024479,19.3684356,32.16788232,1.592243052,56.60584436,0.894413006,89.70581698
30.62178976,42.84005395,15.69414019,10.85034447,75.80634818,0.35506161,28.85510259
15.64851149,43.42996732,36.17079344,4.813263266,78.18165906,0.689682437,40.16553962
40.66173492,35.63424149,15.12445158,8.575383247,76.65575373,0.715921071,47.80000729
65.30178922,13.71338484,19.25858362,1.585809477,22.2064157,0.978796981,62.64992933
24.92150941,38.24184258,13.8851808,22.92215745,78.26167688,0.782633843,53.98369696
5.903471159,36.00406135,1.18148498,56.87303949,84.64653761,0.257805635,7.884405179
52.08969689,27.02395213,1.968676518,19.07606785,67.99590679,0.81789903,34.835614
2.516996023,47.37155157,26.02654905,24.04203398,80.49541137,0.296841966,45.34522726
27.27412005,35.35369506,11.50959924,25.92830668,75.61327622,0.843529629,37.95935947
1.271581298,62.93903072,34.3473466,1.470452767,83.56844524,0.295269033,40.45763543
66.52972709,13.14589672,13.88258187,6.292711723,37.17945312,0.919733771,132.8801407
49.25541487,8.302304675,23.49125443,18.99476055,66.78286302,1.015981019,83.92535294
7.872193445,46.73956856,31.64576252,13.78337037,82.6133542,0.425152344,112.0929038
23.8650819,41.4320045,33.41786966,1.462406026,81.13190464,0.782359718,23.03576636
1.856278109,64.74467472,22.34013387,11.11989246,86.7140865,0.898805099,42.99570304
45.43537935,1.780341144,51.35172852,1.526312547,61.54728509,0.805259639,107.8126524
1.762259687,64.7871844,22.45003902,11.13233821,86.61014365,0.956059725,43.03787496
1.274900726,48.79698271,24.8503921,25.073219,84.30741302,0.138706844,28.73798996
5.53417877,46.35265955,12.18816471,35.97726185,85.66019521,0.272912868,34.38848335
23.88366132,41.41330979,33.42414651,1.400908416,81.12502776,0.705666796,23.02642993
9.014636083,45.54323362,36.42329772,9.000207115,82.99738598,0.614140926,125.9854622
10.1748296,51.94046308,19.85676119,18.00912928,81.0405537,0.4966711,51.74812469
15.55528025,43.48162749,36.14134222,4.764683876,78.25612487,0.666888297,40.33778012
1.998168471,61.83424094,14.16164089,22.12197762,84.73091046,0.144503999,52.71909113
24.12173935,33.5282089,19.99014565,22.30562517,74.60381559,0.623603545,90.29187579
1.377120055,44.10340251,4.852632898,49.76860125,86.67921203,0.851923846,21.71864302
35.60997472,29.55814386,8.511453569,26.30227341,54.52713922,0.840133932,32.4140999
38.60822877,3.984218228,51.18539243,6.362496381,67.70644459,0.767260584,81.65103868
52.07322895,1.86942866,22.74300867,23.22998927,67.1287527,0.861317214,33.80257594
3.476995998,37.05441768,52.14123267,7.330243721,76.57242503,0.192788982,63.16695495
32.74421952,27.50774934,20.50172229,19.23976317,75.88477141,0.648305936,41.59384847
64.82119427,15.61950219,18.20103005,1.527668304,33.32931899,0.791290419,136.8601508
33.00827783,34.86984207,4.556082316,27.42032321,80.93216477,0.701583444,30.37487825
51.23599906,27.91581246,19.31197615,1.617028407,70.06294881,0.82841284,41.23423072
65.19951088,13.77780609,19.31089478,1.592639903,22.22903475,1.001797693,62.63523208
6.405363589,32.17525707,59.51575875,1.893344361,82.55628522,0.623957984,10.27971246
1.783323482,46.91758133,49.42027204,1.848996298,76.90886649,0.074578996,63.82782281
2.138147828,51.11999675,37.59841145,9.145625671,78.65448747,0.303439204,43.10180089
39.25268644,13.41680937,32.07811821,15.33648394,68.00882964,0.918939906,53.28971097
45.53390049,34.67203103,6.548032755,13.28579977,81.86790429,0.654980157,59.62735919
5.203542247,50.42698047,22.5323489,21.97455551,84.06016279,0.39294639,20.93785963
41.80834043,26.88286043,10.78246397,20.42118142,77.24558616,0.667635551,73.73369809
33.00621152,34.98938493,4.597512238,27.50028648,80.94304013,0.676021204,30.35891916
1.512737211,55.81826531,14.10683772,28.47841103,84.79196087,0.397168031,41.10787075
1.850009536,64.79135171,22.32226399,11.14863401,86.7241771,0.866282228,42.95355275
27.17745728,35.43054485,11.48002233,25.87067948,75.61378097,0.953263958,37.91836382
51.72643423,20.45975299,18.47350688,9.203588632,41.54969284,0.669710004,34.9087141
2.780163763,38.32761386,57.16116676,1.998923508,72.69389894,0.284954778,58.32937672
30.30218977,29.51278702,10.329405,29.6956555,76.07829983,0.733322216,28.23234743
49.30744172,8.285697801,23.39664234,19.04060582,66.86185805,1.013952264,83.97874412
9.18416078,51.7507819,35.84905509,3.109023638,84.5946607,0.476261582,54.67856197
15.29158101,38.80301143,2.416079819,43.42610137,85.76955226,0.620627561,20.91459245
1.78764424,64.7594305,22.33894484,11.13697918,86.61887023,0.923379383,43.04115639
40.21290789,29.70899598,10.0087006,20.15336754,76.31240507,0.761013351,42.03429921
7.539614749,43.03171887,12.92864468,36.50724309,84.1349718,0.369645296,21.77088413
4.557029372,48.15491525,14.3096815,33.07320175,83.97361231,0.203607692,33.77525268
5.416263785,66.15116004,9.500139359,18.94611439,85.29852176,0.197680753,52.63843759
62.84714483,22.63721545,11.01559871,3.583561949,35.43256007,0.612166871,113.5551856
47.91356491,15.40924523,14.67308691,22.09900817,66.88189484,0.663350734,43.11389462
1.814188511,39.99568944,14.13907173,44.11715575,85.97451014,0.005459746,24.83124121
15.01418496,32.86516951,32.49399498,19.56683873,82.24620636,0.523117716,86.97548881
4.974362005,42.51939013,44.30795943,8.039243323,73.81380715,0.379625483,102.4318913
71.65912379,1.990135616,24.95002814,1.437443453,37.1074982,0.963861932,49.94286685
1.485611347,55.72301051,14.22043628,28.52451596,84.808222,0.300962273,41.13075856
9.14368638,51.79533189,35.79866174,3.165328069,84.66162909,0.512564765,54.66624893
54.0737287,10.31183793,34.15097712,1.378121987,48.32250703,0.83107299,65.52278494
11.17934603,35.38231511,34.0286322,19.51590133,76.86117384,0.640360236,67.50292468
12.29793223,43.56238972,30.71848339,13.39385784,79.62598443,0.684504449,73.78690148
47.46667658,18.75968448,15.02662042,18.65700763,66.80224134,0.699550832,67.76349428
50.24487729,9.923305841,38.20795977,1.560523343,63.29019713,0.7399575,35.00534729
1.296889609,48.7992587,24.82932286,24.95537973,84.24208191,0.138296582,28.81678177
1.841951499,64.69359108,22.3352386,11.03840885,79.19427904,0.228459916,22.78882783
11.17847756,35.35633927,33.96586376,19.39048031,76.87192358,0.614215986,67.57765943
52.78995905,6.599030332,34.85699202,5.754302411,42.70461131,0.771388321,17.32267711
45.34820286,1.851598799,51.31833767,1.393005505,61.5250451,0.849471305,107.7486726
5.096069888,34.35869297,1.18352566,59.43019189,80.05491225,0.262322079,5.049852582
27.25226503,35.39252276,11.47977649,25.85580498,75.60464861,0.900283765,37.9443867
40.1424366,29.65316564,9.948744458,20.22944185,76.28247097,0.705064292,42.19807649
51.24371657,27.7743366,19.3241505,1.569952803,70.13102011,0.734356307,41.17476222
13.91889833,36.90174112,30.61940118,18.61338406,81.11437263,0.702467594,43.02306153
42.89563676,35.31308885,3.281958073,18.59250087,75.12914362,0.769927083,66.27579614
47.56923064,18.77061807,15.21525807,18.7152684,66.83454679,0.750968541,67.7696665
38.85526126,19.82502079,37.79829811,3.381380964,69.82360147,0.692603201,29.49272949
47.48573126,18.86482685,15.1667652,18.68541103,66.75345064,0.830934813,67.72659853
9.142497745,51.78442585,35.98751638,3.167005571,84.60930532,0.49425167,54.62792759
1.350831894,48.79433712,24.90191279,25.09963357,82.29708827,0.094110028,7.931693345
6.334984547,35.34767186,46.04185351,12.33761866,71.85499387,0.401588408,77.086956
59.94646315,20.38413811,17.28442,2.386068927,30.04601907,0.782355207,82.71946588
75.56206684,6.617245372,11.44925263,6.382534779,31.7272706,0.956843499,60.77826837
43.68645143,21.74467906,33.43694333,1.07731436,66.36636019,0.762038547,21.34659944
8.493975693,50.02841818,28.17653302,13.43250744,80.24733086,0.59693969,65.47996689
12.16857138,51.35053051,32.42625897,4.024709418,80.10710097,0.649674501,73.71241506
9.065442292,45.56512681,36.53828461,8.974798946,83.00360232,0.668270958,125.9779164
8.304038459,34.30781796,3.239347726,54.1463887,78.47492829,0.694152047,11.74225752
7.746223975,46.7510909,31.71358632,13.91843775,82.58143828,0.534321768,112.044633
8.91058905,50.81915731,11.60458782,28.44920827,86.01608242,0.380842385,39.74751807
32.88715267,27.38742428,20.4341196,19.27258102,75.89624106,0.689552334,41.64800451
41.68860047,4.755502848,35.29366697,18.42690406,68.01688894,0.697800504,81.57187933
47.96088422,7.063670693,32.33305875,12.62272187,56.84545979,0.852863639,47.0291466
35.56062939,29.62318212,8.509969582,26.2783611,54.46007428,0.872109669,32.48058115
42.89152792,35.35233285,3.285395466,18.57267274,75.06142046,0.622837179,66.21604613
6.436950551,32.18817767,59.53856285,1.938953823,82.55533998,0.664932833,10.25309076
40.72182447,35.61955808,15.07523307,8.535919427,76.59939263,0.638641433,47.75455721
62.84152899,22.55771061,10.99207746,3.54247666,35.40473714,0.703137725,113.6381704
37.56878693,5.518442482,46.76112691,9.960254665,65.38265966,0.843298108,14.40060184
1.316380513,48.84841325,24.87726528,25.08327196,82.35996194,0.07145508,7.922262176
1.4562977,53.2898811,30.38366049,14.83201168,83.15591218,0.178531009,67.85708247
1.46766858,53.46251116,30.48572329,14.81192093,83.19934529,0.22428884,67.85240986
5.915018975,38.74767392,31.90824357,23.47197689,83.68181349,0.50259134,58.52157731
42.7409128,2.340750152,40.95967571,13.98101265,66.22310306,0.118412629,39.19341517
5.934935512,38.80157523,31.91707679,23.51804919,83.69459966,0.460791262,58.55178712
2.604545077,41.30782741,6.368271427,49.6474467,84.19791218,0.095290539,10.78879036
7.803877283,46.81638475,31.665655,13.79757704,82.57743055,0.461597836,112.0609202
1.518597376,53.5798668,18.19443836,26.54979367,82.97671495,0.025495789,28.04989044
6.472931028,32.0738625,59.46504138,1.896570317,82.56062149,0.657240913,10.22356195
23.8960165,41.44716564,33.39582515,1.308718594,81.10214284,0.766813144,23.11242032
15.55245518,43.48076301,36.17643343,4.876084299,78.16354201,0.690013821,40.27126633
50.18686769,9.853340806,38.16038222,1.57365473,63.30000123,0.648842273,34.8669098
37.18846116,19.30036529,22.26253737,21.18204807,70.1935066,0.780781695,68.00223308
9.513811418,38.78201929,15.44721482,36.05148474,75.57653731,0.497653918,11.93980322
17.93137093,37.50621605,21.79502764,22.87797545,80.89193909,0.669496766,67.59656906
6.433139588,32.0310902,59.46443897,1.942542686,82.56266499,0.62904095,10.16342375
4.172150608,55.78631237,26.08906944,13.74479752,83.90370781,0.104329676,145.2534924
1.682758704,33.71283753,60.74963151,3.802527943,80.64330473,0.027126914,30.33841052
11.1412806,35.39418037,34.06420597,19.36969062,76.78255807,0.6708051,67.58959194
61.04341747,14.5203064,11.68695465,12.90431312,30.2024781,0.990803163,46.14502188
3.28693747,47.68227449,41.37387404,7.56291285,74.73638699,0.153718901,129.3015333
3.252142309,47.67212044,41.31510528,7.644110659,74.77760428,0.20933443,129.271315
30.64045437,42.84556971,15.74509566,10.73618956,75.78044156,0.516195785,28.77433235
1.257894465,33.2115061,1.998302059,63.33260091,86.30056553,0.425844881,6.632807812
11.30179977,35.3930108,33.9901802,19.47963704,76.93816133,0.734066791,67.59863918
64.91492163,15.51799179,18.17675784,1.478317781,33.36361335,0.920217444,136.9785588
1.224398441,63.06199902,34.22217599,1.434334404,83.64696012,0.331804767,40.34142973
35.57025458,21.8633611,17.43129019,25.18341547,72.9680592,0.744218822,30.35355502
11.14521063,56.7805918,26.50022223,5.728821888,84.36270685,0.605699536,33.35611899
8.976229663,45.38111555,36.51824334,9.011956211,82.97210013,0.56683557,125.8954658
58.98571455,5.763180852,33.10613694,2.06705629,51.21950162,0.846231523,107.7789465
1.391725603,53.28025706,30.34540866,14.81243186,83.19840915,0.166962057,67.87012019
26.3950946,33.10608309,28.5807733,11.8324859,81.10972335,0.597626288,86.66993866
1.363765066,53.32805549,30.4996262,14.85159711,83.20773839,0.115160254,67.92117013
40.07408738,29.71413555,10.01762892,20.13904103,76.31462138,0.807538186,42.07344992
7.535289036,43.13126843,12.88309968,36.38410783,84.01276328,0.450744311,21.85973159
12.26124016,51.39994069,32.46198284,3.992783084,80.0485633,0.590644346,73.73385731
37.62643574,20.9801469,11.38107866,29.99446688,75.94618028,0.639996789,38.0129006
7.393470452,42.63036296,25.85276373,24.0163515,83.04592745,0.480047797,40.35415337
24.82207702,38.32546377,13.85689078,23.05181682,78.22323436,0.755813678,54.06357601
51.23364683,27.87473561,19.30894538,1.536625032,70.06949202,0.885268055,41.29311964
40.63016371,35.67336947,15.07624352,8.617237315,76.7154913,0.699665013,47.70516401
35.50232025,21.73479966,17.51759384,25.19398619,72.90677005,0.647138115,30.34494309
13.77828161,36.99393592,30.61190832,18.60182026,81.11338642,0.609555166,43.03180296
1.598126339,53.63307863,18.22318075,26.70173892,83.15300306,0.117092553,28.10713624
39.5322457,33.9587699,17.32830357,9.00453489,70.72237452,0.793704118,65.82302492
40.72438883,35.63110254,15.08143818,8.608068092,76.72518932,0.663270827,47.73673736
4.166494048,55.7819852,26.20710295,13.7226126,83.91047428,0.165649125,145.3159668
14.99137123,32.9488668,32.51604424,19.66256316,82.31041029,0.588420744,86.92919483
1.758201285,64.78206774,22.33313657,11.06995724,79.10836505,0.213485555,22.8064086
37.67763608,21.06545062,11.39135624,30.10527364,75.88082556,0.547379112,38.07124287
6.449244156,39.67471524,1.307499017,52.59513673,85.65230477,0.626397239,6.542023282
52.7638167,21.48675037,16.25689319,9.428295077,53.56746672,0.870236991,78.36743269
43.51861273,37.6236738,6.062416181,12.81576953,71.34703358,0.711062543,107.901483
22.80960563,34.19449634,3.463302486,39.60035148,82.16063426,0.636677045,25.76777113
15.60435681,43.47526911,36.11854877,4.856953264,78.28145142,0.755125959,40.32035141
49.28389307,8.303210325,23.34542988,18.98542789,66.94316518,1.019692257,83.98732121
5.869467715,36.06423706,1.119030453,56.96649387,84.59869088,0.256385868,7.871324785
6.352941733,35.34266847,45.97513108,12.26572962,71.81112479,0.421762258,77.06541952
51.21922652,27.89661932,19.26416902,1.615054346,69.26564821,0.729526055,43.52501427
23.23260092,37.37547747,34.41838521,5.002847642,79.2626845,0.675369994,64.64233321
1.418003016,48.85086293,24.91216661,25.0093405,84.29154684,0.097382026,28.82040054
40.10387419,29.67482207,10.05576943,20.14123472,76.29642915,0.878007386,42.09860051
1.614378746,53.54565499,18.21118346,26.64728061,83.13614104,0.199949871,28.040567
71.60802152,1.971250335,24.87408922,1.349348167,21.3065969,1.062013255,92.09785814
4.378171864,41.15026244,3.03253615,51.47806095,85.67554841,0.161162598,12.50841723
51.85264801,20.3898301,18.57366905,9.146338223,41.44569529,0.756807786,34.98377547
2.404667521,57.89357638,3.341513378,36.36503221,84.54296806,0.806844,19.35375019
47.79511704,15.36163103,14.73634761,22.05663793,66.81950587,0.774339028,43.19215871
54.09641924,10.4172242,34.06477717,1.368413289,48.34767368,0.909924765,65.41913104
49.37730568,11.26815727,16.44705872,22.89083726,33.81872141,0.779562969,31.59155384
11.21892767,35.37970551,34.07522454,19.39137202,76.94161851,0.687979609,67.54402496
23.17583015,37.41377797,34.46219471,4.940084178,79.29813091,0.763708261,64.63796973
56.77351088,28.43414601,4.984936886,9.822001703,82.59915754,0.831871549,49.87043081
1.338361398,38.85978593,38.7202908,21.01153001,81.93863788,0.171935233,11.2767757
1.310164625,48.78638225,24.8970119,25.03590401,84.26769656,0.172704898,28.6967466
2.530671431,49.14194226,15.11025978,33.08961923,86.42013333,0.194104417,45.17927544
5.534964401,46.36260629,12.23626299,35.91663206,85.63426607,0.143803769,34.4565611
47.9441537,7.107490383,32.30660131,12.64846746,56.83202489,0.9082082,47.01082037
1.328247944,33.21997535,2.061056593,63.35499066,86.28655389,0.416068795,6.613411441
1.85200828,47.02380926,49.33386949,1.787534457,76.90655194,-0.020018696,64.0396323
